,Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1861,2014,3,19,13,0,892.1,922.7366072419175,131.93466515255253,25.8,25.8,45.7,,2.0,241.5,0
1862,2014,3,19,14,0,847.2,995.4570381502191,92.41451105795633,27.2,27.2,39.9,,2.3,235.5,0
1863,2014,3,19,15,0,739.1,1067.150489905615,54.93498933140827,28.0,28.0,37.0,,2.5,231.0,0
1864,2014,3,19,16,0,576.8,1147.684025492815,25.40533965153259,27.2,27.2,35.4,,2.6,228.0,0
1865,2014,3,19,17,0,374.8,1283.3086908618468,6.2913752284143465,25.9,25.9,35.8,,2.3,226.5,0
1866,2014,3,19,18,0,153.6,1346.4225941792495,1.101900207453586,24.0,24.0,30.6,,1.7,222.0,0
1867,2014,3,19,19,0,0.0,0.0,0.0,21.8,21.8,36.7,,1.1,225.0,0
1868,2014,3,19,20,0,0.0,0.0,0.0,19.6,19.6,51.5,,0.4,217.5,0
1869,2014,3,19,21,0,0.0,0.0,0.0,18.5,18.5,50.7,,0.2,250.5,0
1870,2014,3,19,22,0,0.0,0.0,0.0,17.2,17.2,57.7,,0.6,352.5,0
1871,2014,3,19,23,0,0.0,0.0,0.0,15.8,15.8,74.3,,0.8,0.0,0
1872,2014,3,20,0,0,0.0,0.0,0.0,15.4,15.4,76.5,,1.0,15.0,0
1873,2014,3,20,1,0,0.0,0.0,0.0,14.3,14.3,82.4,,0.9,12.0,0
1874,2014,3,20,2,0,0.0,0.0,0.0,13.5,13.5,84.1,,0.8,18.0,0
1875,2014,3,20,3,0,0.0,0.0,0.0,12.7,12.7,81.8,,0.7,31.5,0
1876,2014,3,20,4,0,0.0,0.0,0.0,12.4,12.4,81.8,,0.6,43.5,0
1877,2014,3,20,5,0,0.0,0.0,0.0,12.3,12.3,87.0,,0.5,49.5,0
1878,2014,3,20,6,0,0.0,0.0,0.0,11.3,11.3,85.1,,0.5,52.5,0
1879,2014,3,20,7,0,10.3,0.525011274375002,10.223823401616672,12.9,12.9,87.1,,0.3,72.0,0
1880,2014,3,20,8,0,227.2,180.09158165557193,163.70922582311962,14.7,14.7,88.5,,0.1,75.0,0
1881,2014,3,20,9,0,445.9,474.58487531060746,191.5546245774486,18.0,18.0,86.7,,0.4,265.5,0
1882,2014,3,20,10,0,637.5,650.890035281106,193.1130747274433,21.2,21.2,79.3,,0.8,259.5,0
1883,2014,3,20,11,0,783.5,760.1728390397834,188.32819989760281,23.9,23.9,53.8,,1.1,252.0,0
1884,2014,3,20,12,0,869.6,839.4015992429848,173.14337018204665,26.5,26.5,44.8,,1.5,243.0,0
1885,2014,3,20,13,0,890.9,914.8750734224045,140.8593268426635,28.3,28.3,40.2,,2.0,238.5,0
1886,2014,3,20,14,0,845.7,990.8409648245898,98.63302546816962,29.8,29.8,34.8,,2.3,228.0,0
1887,2014,3,20,15,0,737.3,1066.4614819857068,58.37191072693587,30.9,30.9,32.2,,2.5,228.0,0
1888,2014,3,20,16,0,574.8,1152.3273180442309,26.576414824528996,29.9,29.9,34.0,,2.6,225.0,0
1889,2014,3,20,17,0,372.2,1295.8890623627979,6.323253993010825,28.3,28.3,33.0,,2.5,225.0,0
1890,2014,3,20,18,0,150.1,1345.1472987335133,1.1443867324072827,25.8,25.8,32.8,,1.7,223.5,0
1891,2014,3,20,19,0,0.0,0.0,0.0,23.3,23.3,37.5,,1.0,222.0,0
1892,2014,3,20,20,0,0.0,0.0,0.0,21.3,21.3,45.9,,0.2,213.0,0
1893,2014,3,20,21,0,0.0,0.0,0.0,20.0,20.0,51.2,,0.2,232.5,0
1894,2014,3,20,22,0,0.0,0.0,0.0,19.0,19.0,56.3,,0.4,348.0,0
1895,2014,3,20,23,0,0.0,0.0,0.0,17.2,17.2,64.6,,0.9,352.5,0
1896,2014,3,21,0,0,0.0,0.0,0.0,17.0,17.0,66.7,,1.0,7.5,0
1897,2014,3,21,1,0,0.0,0.0,0.0,15.2,15.2,73.8,,1.0,6.0,0
1898,2014,3,21,2,0,0.0,0.0,0.0,14.5,14.5,78.7,,1.1,142.5,0
1899,2014,3,21,3,0,0.0,0.0,0.0,13.7,13.7,83.6,,0.9,136.5,0
1900,2014,3,21,4,0,0.0,0.0,0.0,13.2,13.2,82.7,,0.6,27.0,0
1901,2014,3,21,5,0,0.0,0.0,0.0,12.7,12.7,84.7,,0.4,30.0,0
1902,2014,3,21,6,0,0.0,0.0,0.0,11.6,11.6,84.2,,0.4,55.5,0
1903,2014,3,21,7,0,9.6,0.5801546193575218,9.517415153442368,13.0,13.0,83.9,,0.3,52.5,0
1904,2014,3,21,8,0,227.7,213.0923609804,153.17937813475257,15.1,15.1,83.4,,0.1,66.0,0
1905,2014,3,21,9,0,448.3,529.658800067922,166.02498058498517,18.1,18.1,81.5,,0.4,261.0,0
1906,2014,3,21,10,0,641.1,705.3005558541624,161.8282802791046,21.1,21.1,77.0,,0.7,258.0,0
1907,2014,3,21,11,0,787.9,811.9883004137217,154.97267650898678,23.7,23.7,48.6,,1.2,249.0,0
1908,2014,3,21,12,0,874.1,887.83012452044,140.78539880484553,26.4,26.4,41.5,,1.6,241.5,0
1909,2014,3,21,13,0,894.9,958.1178782700346,113.26576433718516,28.4,28.4,35.8,,2.0,237.0,0
1910,2014,3,21,14,0,848.7,1027.4871014859843,78.41591929393186,30.0,30.0,28.4,,2.4,229.5,0
1911,2014,3,21,15,0,739.1,1096.929355673657,45.74416620218739,31.2,31.2,29.0,,2.5,229.5,0
1912,2014,3,21,16,0,575.1,1177.6328631435422,20.388891463221622,32.2,32.2,31.1,,2.5,226.5,0
1913,2014,3,21,17,0,370.8,1319.5355646445996,4.628622554602566,31.2,31.2,27.6,,2.2,225.0,0
1914,2014,3,21,18,0,146.8,1348.2309802011134,0.8888837402512916,28.7,28.7,28.2,,1.4,223.5,0
1915,2014,3,21,19,0,0.0,0.0,0.0,26.0,26.0,31.9,,0.8,222.0,0
1916,2014,3,21,20,0,0.0,0.0,0.0,23.4,23.4,42.0,,0.4,226.5,0
1917,2014,3,21,21,0,0.0,0.0,0.0,21.7,21.7,46.8,,0.8,19.5,0
1918,2014,3,21,22,0,0.0,0.0,0.0,20.1,20.1,55.4,,1.0,6.0,0
1919,2014,3,21,23,0,0.0,0.0,0.0,18.6,18.6,65.4,,1.2,15.0,0
1920,2014,3,22,0,0,0.0,0.0,0.0,17.3,17.3,64.6,,1.2,12.0,0
1921,2014,3,22,1,0,0.0,0.0,0.0,16.2,16.2,68.1,,1.0,16.5,0
1922,2014,3,22,2,0,0.0,0.0,0.0,15.1,15.1,73.6,,1.0,31.5,0
1923,2014,3,22,3,0,0.0,0.0,0.0,14.2,14.2,77.3,,0.9,36.0,0
1924,2014,3,22,4,0,0.0,0.0,0.0,12.6,12.6,80.1,,0.9,48.0,0
1925,2014,3,22,5,0,0.0,0.0,0.0,11.8,11.8,80.6,,0.9,67.5,0
1926,2014,3,22,6,0,0.0,0.0,0.0,10.7,10.7,82.8,,0.8,76.5,0
1927,2014,3,22,7,0,9.0,0.6470876131044496,8.909662453714178,12.4,12.4,82.5,,0.8,72.0,0
1928,2014,3,22,8,0,231.4,263.4998521417646,140.00108945098248,15.5,15.5,84.2,,0.6,76.5,0
1929,2014,3,22,9,0,455.0,599.395598966348,137.36577629851857,19.5,19.5,81.3,,0.3,46.5,0
1930,2014,3,22,10,0,649.3,768.3614092560173,129.66286032039267,24.3,24.3,69.0,,0.4,358.5,0
1931,2014,3,22,11,0,796.8,868.9790663937035,122.48872912013009,27.9,27.9,50.2,,0.7,306.0,0
1932,2014,3,22,12,0,881.3,936.2399995272517,111.53970459356434,31.1,31.1,38.2,,1.0,268.5,0
1933,2014,3,22,13,0,899.8,997.6216294088871,89.9932924724083,33.2,33.2,34.3,,1.4,249.0,0
1934,2014,3,22,14,0,851.2,1058.3247943087772,62.3809501743497,34.7,34.7,32.1,,1.7,240.0,0
1935,2014,3,22,15,0,739.9,1121.4753759213668,36.143652503481995,33.9,33.9,30.2,,2.1,229.5,0
1936,2014,3,22,16,0,574.3,1197.5725049669006,15.871087047147048,32.6,32.6,24.9,,2.1,229.5,0
1937,2014,3,22,17,0,368.3,1338.088646631265,3.471805128674291,30.8,30.8,25.7,,2.0,226.5,0
1938,2014,3,22,18,0,143.8,1350.827078925282,0.6890262875412272,27.6,27.6,24.5,,1.2,228.0,0
1939,2014,3,22,19,0,0.0,0.0,0.0,24.4,24.4,31.1,,0.6,220.5,0
1940,2014,3,22,20,0,0.0,0.0,0.0,22.1,22.1,42.5,,0.4,229.5,0
1941,2014,3,22,21,0,0.0,0.0,0.0,20.1,20.1,48.8,,0.7,352.5,0
1942,2014,3,22,22,0,0.0,0.0,0.0,18.5,18.5,59.9,,0.9,355.5,0
1943,2014,3,22,23,0,0.0,0.0,0.0,17.4,17.4,65.6,,1.1,13.5,0
1944,2014,3,23,0,0,0.0,0.0,0.0,16.0,16.0,68.3,,0.9,0.0,0
1945,2014,3,23,1,0,0.0,0.0,0.0,15.1,15.1,69.2,,0.9,6.0,0
1946,2014,3,23,2,0,0.0,0.0,0.0,14.2,14.2,71.6,,0.8,4.5,0
1947,2014,3,23,3,0,0.0,0.0,0.0,13.3,13.3,75.5,,0.7,6.0,0
1948,2014,3,23,4,0,0.0,0.0,0.0,12.0,12.0,77.2,,0.7,12.0,0
1949,2014,3,23,5,0,0.0,0.0,0.0,11.6,11.6,79.2,,0.7,48.0,0
1950,2014,3,23,6,0,0.0,0.0,0.0,10.6,10.6,78.8,,0.6,52.5,0
1951,2014,3,23,7,0,8.1,0.5984877797393847,8.018088037919343,11.6,11.6,81.3,,0.5,54.0,0
1952,2014,3,23,8,0,223.7,244.84310506235786,139.4712354324134,13.7,13.7,83.0,,0.2,58.5,0
1953,2014,3,23,9,0,444.3,576.3818535705915,140.60864915160522,17.1,17.1,81.0,,0.2,331.5,0
1954,2014,3,23,10,0,636.4,747.3872432968614,133.3855468216997,20.7,20.7,71.4,,0.6,298.5,0
1955,2014,3,23,11,0,782.4,849.7491661083412,126.01000557368671,23.4,23.4,54.9,,0.9,277.5,0
1956,2014,3,23,12,0,866.1,918.2703020859577,114.61786810986689,25.8,25.8,43.2,,1.3,262.5,0
1957,2014,3,23,13,0,884.4,980.5061065105442,92.50723074366233,27.5,27.5,36.7,,1.6,247.5,0
1958,2014,3,23,14,0,836.2,1041.7995070784568,64.24512876931583,28.7,28.7,34.5,,2.0,235.5,0
1959,2014,3,23,15,0,726.1,1105.8091992492505,37.24994336150333,29.5,29.5,33.5,,2.2,232.5,0
1960,2014,3,23,16,0,562.0,1182.136475255171,16.39603465043434,28.5,28.5,30.3,,2.3,229.5,0
1961,2014,3,23,17,0,358.1,1324.003306123359,3.5522709421595478,27.1,27.1,30.3,,2.2,226.5,0
1962,2014,3,23,18,0,137.2,1351.7873541175677,0.6007051050409412,24.7,24.7,30.5,,1.4,226.5,0
1963,2014,3,23,19,0,0.0,0.0,0.0,21.8,21.8,36.3,,0.8,225.0,0
1964,2014,3,23,20,0,0.0,0.0,0.0,19.7,19.7,46.8,,0.2,225.0,0
1965,2014,3,23,21,0,0.0,0.0,0.0,18.0,18.0,52.2,,0.4,268.5,0
1966,2014,3,23,22,0,0.0,0.0,0.0,16.7,16.7,61.0,,0.6,337.5,0
1967,2014,3,23,23,0,0.0,0.0,0.0,15.5,15.5,67.1,,0.8,354.0,0
1968,2014,3,24,0,0,0.0,0.0,0.0,14.7,14.7,71.8,,0.7,354.0,0
1969,2014,3,24,1,0,0.0,0.0,0.0,13.7,13.7,73.5,,0.7,357.0,0
1970,2014,3,24,2,0,0.0,0.0,0.0,12.9,12.9,73.3,,0.6,357.0,0
1971,2014,3,24,3,0,0.0,0.0,0.0,12.1,12.1,76.3,,0.5,7.5,0
1972,2014,3,24,4,0,0.0,0.0,0.0,11.4,11.4,79.1,,0.5,7.5,0
1973,2014,3,24,5,0,0.0,0.0,0.0,10.9,10.9,80.4,,0.5,33.0,0
1974,2014,3,24,6,0,0.0,0.0,0.0,10.0,10.0,82.2,,0.5,67.5,0
1975,2014,3,24,7,0,7.3,0.6453171016934982,7.213446780028829,11.2,11.2,85.7,,0.5,81.0,0
1976,2014,3,24,8,0,219.8,265.843586662253,129.10785317319244,13.1,13.1,85.5,,0.3,72.0,0
1977,2014,3,24,9,0,439.0,600.3824422032485,124.49386642044217,16.9,16.9,82.2,,0.2,279.0,0
1978,2014,3,24,10,0,629.1,764.7049198824297,116.94447504063037,20.4,20.4,73.1,,0.6,277.5,0
1979,2014,3,24,11,0,773.1,861.9003876284113,110.39295323944928,23.1,23.1,52.5,,0.9,258.0,0
1980,2014,3,24,12,0,855.5,927.159106506165,100.31314013140582,25.7,25.7,42.6,,1.3,250.5,0
1981,2014,3,24,13,0,873.0,985.8015677042999,80.90686411217496,27.6,27.6,37.5,,1.7,241.5,0
1982,2014,3,24,14,0,824.3,1042.640277211826,56.306289902188695,28.8,28.8,34.3,,2.2,234.0,0
1983,2014,3,24,15,0,713.4,1100.327094285328,33.04464390039266,28.4,28.4,35.0,,2.4,231.0,0
1984,2014,3,24,16,0,549.5,1170.7251232229373,14.758313860049675,27.6,27.6,34.3,,2.5,228.0,0
1985,2014,3,24,17,0,347.0,1307.5745643719777,3.2251428365412638,26.3,26.3,34.2,,2.3,225.0,0
1986,2014,3,24,18,0,129.8,1354.1204751070823,0.4495694743035509,24.1,24.1,33.2,,1.5,223.5,0
1987,2014,3,24,19,0,0.0,0.0,0.0,21.8,21.8,38.0,,0.8,219.0,0
1988,2014,3,24,20,0,0.0,0.0,0.0,20.0,20.0,51.6,,0.2,210.0,0
1989,2014,3,24,21,0,0.0,0.0,0.0,18.7,18.7,48.9,,0.2,252.0,0
1990,2014,3,24,22,0,0.0,0.0,0.0,17.5,17.5,61.7,,0.5,321.0,0
1991,2014,3,24,23,0,0.0,0.0,0.0,16.5,16.5,72.3,,0.6,339.0,0
1992,2014,3,25,0,0,0.0,0.0,0.0,15.3,15.3,72.4,,0.7,3.0,0
1993,2014,3,25,1,0,0.0,0.0,0.0,14.7,14.7,77.1,,0.6,0.0,0
1994,2014,3,25,2,0,0.0,0.0,0.0,13.7,13.7,80.7,,0.5,22.5,0
1995,2014,3,25,3,0,0.0,0.0,0.0,12.9,12.9,82.9,,0.6,51.0,0
1996,2014,3,25,4,0,0.0,0.0,0.0,11.7,11.7,85.3,,0.6,63.0,0
1997,2014,3,25,5,0,0.0,0.0,0.0,10.7,10.7,85.3,,0.6,76.5,0
1998,2014,3,25,6,0,0.0,0.0,0.0,9.6,9.6,90.3,,0.6,76.5,0
1999,2014,3,25,7,0,6.6,0.579498808910568,6.523861502725509,11.2,11.2,90.5,,0.5,64.5,0
2000,2014,3,25,8,0,216.1,257.7821924154688,128.89817707980532,13.0,13.0,89.2,,0.3,78.0,0
2001,2014,3,25,9,0,434.8,594.7516015891664,125.06795135496901,17.3,17.3,87.1,,0.1,21.0,0
2002,2014,3,25,10,0,625.1,762.8783811847883,116.69534057017817,20.7,20.7,79.8,,0.5,300.0,0
2003,2014,3,25,11,0,769.5,862.6929050371006,109.28191920787631,23.7,23.7,60.2,,0.8,273.0,0
2004,2014,3,25,12,0,852.1,929.3982830953282,98.69829076045632,26.3,26.3,48.5,,1.2,250.5,0
2005,2014,3,25,13,0,869.6,988.7750155054422,79.23905867573268,28.4,28.4,40.7,,1.5,246.0,0
2006,2014,3,25,14,0,820.9,1046.2934462231146,54.84712424913027,29.7,29.7,36.4,,2.0,237.0,0
2007,2014,3,25,15,0,710.5,1106.0260765860373,31.754085781890645,28.9,28.9,35.8,,2.3,229.5,0
2008,2014,3,25,16,0,546.8,1179.1479656777983,13.866842310938425,27.7,27.7,32.3,,2.2,229.5,0
2009,2014,3,25,17,0,344.1,1322.4443305319205,2.871854378051128,26.1,26.1,32.0,,2.2,226.5,0
2010,2014,3,25,18,0,124.7,1354.5871527335937,0.40180805455415003,23.6,23.6,34.2,,1.5,225.0,0
2011,2014,3,25,19,0,0.0,0.0,0.0,20.9,20.9,39.7,,0.8,217.5,0
2012,2014,3,25,20,0,0.0,0.0,0.0,18.8,18.8,47.1,,0.3,213.0,0
2013,2014,3,25,21,0,0.0,0.0,0.0,17.2,17.2,56.3,,0.4,250.5,0
2014,2014,3,25,22,0,0.0,0.0,0.0,15.8,15.8,66.4,,0.5,328.5,0
2015,2014,3,25,23,0,0.0,0.0,0.0,14.8,14.8,72.4,,0.6,348.0,0
2016,2014,3,26,0,0,0.0,0.0,0.0,13.6,13.6,73.2,,0.7,349.5,0
2017,2014,3,26,1,0,0.0,0.0,0.0,12.8,12.8,77.7,,0.6,354.0,0
2018,2014,3,26,2,0,0.0,0.0,0.0,11.8,11.8,80.6,,0.5,355.5,0
2019,2014,3,26,3,0,0.0,0.0,0.0,10.9,10.9,84.0,,0.5,21.0,0
2020,2014,3,26,4,0,0.0,0.0,0.0,9.9,9.9,86.3,,0.5,9.0,0
2021,2014,3,26,5,0,0.0,0.0,0.0,9.1,9.1,85.5,,0.5,132.0,0
2022,2014,3,26,6,0,0.0,0.0,0.0,8.1,8.1,89.2,,0.5,117.0,0
2023,2014,3,26,7,0,5.7,0.4940985003574615,5.636434314417897,9.4,9.4,89.1,,0.4,115.5,0
2024,2014,3,26,8,0,208.5,233.4888791708454,130.18852531055492,11.2,11.2,88.0,,0.1,84.0,0
2025,2014,3,26,9,0,423.3,561.9661697820042,132.37554617676165,14.2,14.2,85.7,,0.2,262.5,0
2026,2014,3,26,10,0,610.5,731.5182866825725,125.43639128633683,17.1,17.1,79.2,,0.6,267.0,0
2027,2014,3,26,11,0,752.2,831.8810314163471,118.57451349921205,19.8,19.8,65.7,,1.0,262.5,0
2028,2014,3,26,12,0,834.3,901.7442594230354,106.84592573059948,22.0,22.0,55.4,,1.4,249.0,0
2029,2014,3,26,13,0,852.3,964.3207175144422,85.53587784619896,23.7,23.7,48.1,,1.7,244.5,0
2030,2014,3,26,14,0,804.7,1024.5224224578603,59.1511291101932,24.9,24.9,44.7,,2.1,240.0,0
2031,2014,3,26,15,0,695.5,1085.5302006577415,34.39443694285105,24.5,24.5,45.9,,2.4,231.0,0
2032,2014,3,26,16,0,533.6,1159.5612133871932,15.098064507557137,23.5,23.5,42.9,,2.5,229.5,0
2033,2014,3,26,17,0,333.3,1304.354688398909,3.1140357351539363,22.3,22.3,43.3,,2.3,226.5,0
2034,2014,3,26,18,0,118.5,1355.102224451391,0.35306377146746887,20.3,20.3,40.1,,1.7,225.0,0
2035,2014,3,26,19,0,0.0,0.0,0.0,18.1,18.1,45.3,,1.0,222.0,0
2036,2014,3,26,20,0,0.0,0.0,0.0,16.2,16.2,55.8,,0.4,217.5,0
2037,2014,3,26,21,0,0.0,0.0,0.0,14.9,14.9,59.1,,0.1,232.5,0
2038,2014,3,26,22,0,0.0,0.0,0.0,13.7,13.7,69.7,,0.3,270.0,0
2039,2014,3,26,23,0,0.0,0.0,0.0,12.6,12.6,76.7,,0.3,315.0,0
2040,2014,3,27,0,0,0.0,0.0,0.0,11.5,11.5,79.6,,0.4,324.0,0
2041,2014,3,27,1,0,0.0,0.0,0.0,10.5,10.5,81.8,,0.4,333.0,0
2042,2014,3,27,2,0,0.0,0.0,0.0,9.6,9.6,81.5,,0.4,331.5,0
2043,2014,3,27,3,0,0.0,0.0,0.0,8.8,8.8,84.2,,0.5,0.0,0
2044,2014,3,27,4,0,0.0,0.0,0.0,8.2,8.2,87.8,,0.4,355.5,0
2045,2014,3,27,5,0,0.0,0.0,0.0,7.5,7.5,87.7,,0.5,37.5,0
2046,2014,3,27,6,0,0.0,0.0,0.0,6.7,6.7,91.5,,0.5,78.0,0
2047,2014,3,27,7,0,5.0,0.39921899722061766,4.949732744859463,8.0,8.0,92.0,,0.4,72.0,0
2048,2014,3,27,8,0,207.6,226.96317535513782,132.13288768939177,9.6,9.6,88.9,,0.2,69.0,0
2049,2014,3,27,9,0,423.9,561.7256649543402,134.8428059142806,13.0,13.0,86.8,,0.2,306.0,0
2050,2014,3,27,10,0,612.8,736.8075575079969,126.7063331953325,16.2,16.2,81.1,,0.5,271.5,0
2051,2014,3,27,11,0,755.8,840.3369075769016,118.800856662028,18.8,18.8,66.2,,1.0,258.0,0
2052,2014,3,27,12,0,838.1,911.1142798695253,106.68181759933302,21.1,21.1,57.6,,1.4,247.5,0
2053,2014,3,27,13,0,855.5,973.7998182129442,85.3171273740412,22.9,22.9,50.7,,1.8,243.0,0
2054,2014,3,27,14,0,807.0,1034.4660816416956,58.850602471491214,24.0,24.0,45.3,,2.2,237.0,0
2055,2014,3,27,15,0,697.2,1097.7085779750937,33.81898479533954,23.5,23.5,43.9,,2.5,231.0,0
2056,2014,3,27,16,0,533.9,1174.0441289125906,14.584621369173481,22.6,22.6,39.3,,2.6,228.0,0
2057,2014,3,27,17,0,332.3,1327.1684103178038,2.828488112477957,21.5,21.5,39.6,,2.4,226.5,0
2058,2014,3,27,18,0,114.3,1354.896254045734,0.3312089841042068,19.6,19.6,34.9,,1.6,222.0,0
2059,2014,3,27,19,0,0.0,0.0,0.0,17.4,17.4,41.2,,0.7,216.0,0
2060,2014,3,27,20,0,0.0,0.0,0.0,15.6,15.6,61.8,,0.3,207.0,0
2061,2014,3,27,21,0,0.0,0.0,0.0,14.5,14.5,50.0,,0.2,243.0,0
2062,2014,3,27,22,0,0.0,0.0,0.0,13.2,13.2,68.6,,0.6,297.0,0
2063,2014,3,27,23,0,0.0,0.0,0.0,12.0,12.0,80.1,,0.5,339.0,0
2064,2014,3,28,0,0,0.0,0.0,0.0,10.9,10.9,79.1,,0.8,351.0,0
2065,2014,3,28,1,0,0.0,0.0,0.0,10.0,10.0,83.0,,0.5,348.0,0
2066,2014,3,28,2,0,0.0,0.0,0.0,9.2,9.2,83.1,,0.5,3.0,0
2067,2014,3,28,3,0,0.0,0.0,0.0,8.3,8.3,82.5,,0.6,351.0,0
2068,2014,3,28,4,0,0.0,0.0,0.0,7.7,7.7,84.5,,0.7,36.0,0
2069,2014,3,28,5,0,0.0,0.0,0.0,8.6,8.6,84.8,,0.6,40.5,0
2070,2014,3,28,6,0,0.0,0.0,0.0,9.4,9.4,84.8,,0.5,58.5,0
2071,2014,3,28,7,0,4.4,0.3471584329220489,4.357237326895645,10.6,10.6,83.7,,0.4,46.5,0
2072,2014,3,28,8,0,209.2,241.07170136716417,129.7401997249401,12.4,12.4,85.7,,0.2,48.0,0
2073,2014,3,28,9,0,426.8,582.3015580826423,128.97121872024746,15.9,15.9,82.0,,0.3,303.0,0
2074,2014,3,28,10,0,615.4,752.868231534636,121.25955480929186,18.6,18.6,77.1,,0.6,274.5,0
2075,2014,3,28,11,0,756.9,851.2392740522021,114.7668953747617,21.4,21.4,60.2,,1.0,261.0,0
2076,2014,3,28,12,0,836.5,916.1649191469774,104.66883384893738,23.5,23.5,49.5,,1.4,246.0,0
2077,2014,3,28,13,0,851.7,975.0006743258251,84.71813293309485,24.9,24.9,42.2,,1.9,243.0,0
2078,2014,3,28,14,0,801.0,1032.028942386148,59.26269569701323,25.8,25.8,39.2,,2.2,235.5,0
2079,2014,3,28,15,0,691.5,1096.7474024191035,33.85636469045022,25.1,25.1,39.8,,2.5,231.0,0
2080,2014,3,28,16,0,528.6,1175.3254322481123,14.398105132239172,24.2,24.2,37.2,,2.6,226.5,0
2081,2014,3,28,17,0,327.4,1334.3499442949887,2.6705061122931504,23.1,23.1,38.2,,2.4,226.5,0
2082,2014,3,28,18,0,110.4,1355.2475414661694,0.2867682800859718,21.1,21.1,38.0,,1.6,222.0,0
2083,2014,3,28,19,0,0.0,0.0,0.0,18.7,18.7,44.3,,0.8,219.0,0
2084,2014,3,28,20,0,0.0,0.0,0.0,16.8,16.8,57.7,,0.3,217.5,0
2085,2014,3,28,21,0,0.0,0.0,0.0,15.4,15.4,56.4,,0.1,225.0,0
2086,2014,3,28,22,0,0.0,0.0,0.0,14.2,14.2,65.3,,0.1,258.0,0
2087,2014,3,28,23,0,0.0,0.0,0.0,12.9,12.9,73.7,,0.3,295.5,0
2088,2014,3,29,0,0,0.0,0.0,0.0,12.0,12.0,72.4,,0.5,343.5,0
2089,2014,3,29,1,0,0.0,0.0,0.0,10.8,10.8,75.8,,0.4,343.5,0
2090,2014,3,29,2,0,0.0,0.0,0.0,9.9,9.9,78.3,,0.4,12.0,0
2091,2014,3,29,3,0,0.0,0.0,0.0,9.0,9.0,77.7,,0.5,13.5,0
2092,2014,3,29,4,0,0.0,0.0,0.0,8.3,8.3,81.4,,0.4,24.0,0
2093,2014,3,29,5,0,0.0,0.0,0.0,7.7,7.7,83.2,,0.4,24.0,0
2094,2014,3,29,6,0,0.0,0.0,0.0,6.7,6.7,86.2,,0.4,54.0,0
2095,2014,3,29,7,0,3.6,0.23168038069708238,3.5720952321880506,8.0,8.0,88.3,,0.3,345.0,0
2096,2014,3,29,8,0,67.9,4.468606348375142,66.44008622878724,9.7,9.7,86.1,,0.1,307.5,0
2097,2014,3,29,9,0,139.2,7.787819504219862,135.24120190115,13.0,13.0,83.6,,0.3,244.5,0
2098,2014,3,29,10,0,326.5,59.52990900551464,287.6308153680007,15.9,15.9,75.7,,0.5,264.0,0
2099,2014,3,29,11,0,749.8,826.0173844031892,129.75264298649034,18.3,18.3,65.3,,1.1,250.5,0
2100,2014,3,29,12,0,829.2,902.1422754302738,112.18097091537331,20.6,20.6,56.8,,1.4,241.5,0
2101,2014,3,29,13,0,844.1,962.7405309626384,90.88638148364092,22.1,22.1,50.5,,2.0,238.5,0
2102,2014,3,29,14,0,793.8,1022.6421115663899,63.43897184064678,23.1,23.1,42.0,,2.4,234.0,0
2103,2014,3,29,15,0,682.7,1085.5447859932094,36.89459178922797,22.4,22.4,40.9,,2.8,228.0,0
2104,2014,3,29,16,0,519.5,1157.4041530139789,18.740668605708617,21.2,21.2,44.6,,2.9,226.5,0
2105,2014,3,29,17,0,36.4,2.354407503313707,35.83853494766272,20.0,20.0,44.9,,2.8,223.5,0
2106,2014,3,29,18,0,105.0,1353.210208872469,0.3032608926784036,18.2,18.2,46.7,,2.4,222.0,0
2107,2014,3,29,19,0,0.0,0.0,0.0,16.8,16.8,54.8,,1.8,217.5,0
2108,2014,3,29,20,0,0.0,0.0,0.0,15.9,15.9,50.7,,1.1,214.5,0
2109,2014,3,29,21,0,0.0,0.0,0.0,15.3,15.3,75.1,,0.7,205.5,0
2110,2014,3,29,22,0,0.0,0.0,0.0,14.9,14.9,74.2,,0.6,216.0,0
2111,2014,3,29,23,0,0.0,0.0,0.0,14.1,14.1,76.5,,0.4,192.0,0
2112,2014,3,30,0,0,0.0,0.0,0.0,14.3,14.3,73.7,,0.4,226.5,0
2113,2014,3,30,1,0,0.0,0.0,0.0,13.7,13.7,82.1,,0.4,222.0,0
2114,2014,3,30,2,0,0.0,0.0,0.0,13.7,13.7,84.8,,0.6,229.5,0
2115,2014,3,30,3,0,0.0,0.0,0.0,13.5,13.5,80.1,,0.7,220.5,0
2116,2014,3,30,4,0,0.0,0.0,0.0,13.9,13.9,82.3,,0.7,223.5,0
2117,2014,3,30,5,0,0.0,0.0,0.0,13.1,13.1,82.3,,0.6,223.5,0
2118,2014,3,30,6,0,0.0,0.0,0.0,11.7,11.7,92.1,,0.6,232.5,0
2119,2014,3,30,7,0,2.9,0.15880854413579204,2.8813063630082123,10.3,10.3,99.7,,0.4,255.0,0
2120,2014,3,30,8,0,66.5,3.78314102486541,65.27505755777162,10.7,10.7,96.2,,0.7,261.0,0
2121,2014,3,30,9,0,163.2,12.060755508815172,157.10715439580397,14.3,14.3,95.5,,0.7,241.5,0
2122,2014,3,30,10,0,595.3,651.6890445294307,172.024853516613,16.3,16.3,86.8,,1.1,241.5,0
